timestamp, memory.used [MiB], memory.free [MiB], utilization.gpu [%], utilization.memory [%], temperature.gpu, clocks.current.sm [MHz], clocks.max.sm [MHz], power.draw [W], pstate, clocks_event_reasons.active, clocks_event_reasons.hw_thermal_slowdown, clocks_event_reasons.sw_power_cap
2026/08/11 20:53:48.446, 27542 MiB, 4565 MiB, 98 %, 29 %, 83, 2805 MHz, 3090 MHz, 524.26 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 20:54:18.457, 27542 MiB, 4565 MiB, 99 %, 32 %, 83, 2805 MHz, 3090 MHz, 563.11 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 20:54:48.469, 27542 MiB, 4565 MiB, 87 %, 26 %, 83, 2805 MHz, 3090 MHz, 564.65 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 20:55:18.482, 27542 MiB, 4565 MiB, 99 %, 32 %, 82, 2805 MHz, 3090 MHz, 566.23 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 20:55:48.494, 27542 MiB, 4565 MiB, 84 %, 28 %, 82, 2812 MHz, 3090 MHz, 564.26 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 20:56:18.506, 27542 MiB, 4565 MiB, 99 %, 32 %, 80, 2812 MHz, 3090 MHz, 564.38 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 20:56:48.517, 27542 MiB, 4565 MiB, 85 %, 28 %, 82, 2812 MHz, 3090 MHz, 563.76 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 20:57:18.529, 27542 MiB, 4565 MiB, 99 %, 32 %, 80, 2820 MHz, 3090 MHz, 498.10 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/11 20:57:48.541, 27542 MiB, 4565 MiB, 97 %, 25 %, 82, 2820 MHz, 3090 MHz, 562.90 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 20:58:18.552, 27542 MiB, 4565 MiB, 99 %, 32 %, 79, 2820 MHz, 3090 MHz, 559.61 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 20:58:48.564, 27542 MiB, 4565 MiB, 97 %, 24 %, 77, 2812 MHz, 3090 MHz, 539.65 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/11 20:59:18.577, 27542 MiB, 4565 MiB, 99 %, 31 %, 81, 2805 MHz, 3090 MHz, 563.24 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 20:59:48.590, 27542 MiB, 4565 MiB, 99 %, 32 %, 80, 2812 MHz, 3090 MHz, 564.51 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:00:18.601, 27542 MiB, 4565 MiB, 96 %, 31 %, 83, 2820 MHz, 3090 MHz, 564.77 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:00:48.612, 27542 MiB, 4565 MiB, 99 %, 32 %, 74, 2857 MHz, 3090 MHz, 485.66 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:01:18.623, 27542 MiB, 4565 MiB, 97 %, 29 %, 81, 2812 MHz, 3090 MHz, 563.58 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:01:48.634, 27542 MiB, 4565 MiB, 99 %, 32 %, 82, 2812 MHz, 3090 MHz, 565.21 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:02:18.648, 27542 MiB, 4565 MiB, 87 %, 27 %, 83, 2805 MHz, 3090 MHz, 564.97 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:02:48.660, 27542 MiB, 4565 MiB, 99 %, 31 %, 81, 2805 MHz, 3090 MHz, 500.69 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:03:18.671, 27542 MiB, 4565 MiB, 98 %, 26 %, 83, 2805 MHz, 3090 MHz, 566.89 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:03:48.683, 27542 MiB, 4565 MiB, 99 %, 31 %, 81, 2805 MHz, 3090 MHz, 563.39 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:04:18.695, 27542 MiB, 4565 MiB, 99 %, 32 %, 83, 2812 MHz, 3090 MHz, 542.75 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:04:48.707, 27542 MiB, 4565 MiB, 99 %, 31 %, 83, 2812 MHz, 3090 MHz, 563.41 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:05:18.720, 27542 MiB, 4565 MiB, 99 %, 32 %, 82, 2812 MHz, 3090 MHz, 565.54 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:05:48.731, 27542 MiB, 4565 MiB, 99 %, 31 %, 83, 2812 MHz, 3090 MHz, 564.42 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:06:18.742, 27542 MiB, 4565 MiB, 99 %, 32 %, 81, 2805 MHz, 3090 MHz, 564.98 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/11 21:06:48.753, 27542 MiB, 4565 MiB, 85 %, 38 %, 81, 2805 MHz, 3090 MHz, 564.06 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:07:18.764, 27542 MiB, 4565 MiB, 99 %, 33 %, 81, 2812 MHz, 3090 MHz, 561.74 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:07:48.775, 27542 MiB, 4565 MiB, 91 %, 34 %, 82, 2805 MHz, 3090 MHz, 563.70 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:08:18.786, 27542 MiB, 4565 MiB, 96 %, 31 %, 81, 2812 MHz, 3090 MHz, 564.75 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:08:48.798, 27542 MiB, 4565 MiB, 99 %, 32 %, 83, 2812 MHz, 3090 MHz, 564.77 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:09:18.809, 27542 MiB, 4565 MiB, 96 %, 31 %, 81, 2820 MHz, 3090 MHz, 563.99 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:09:48.822, 27542 MiB, 4565 MiB, 99 %, 32 %, 81, 2812 MHz, 3090 MHz, 517.37 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:10:18.834, 27542 MiB, 4565 MiB, 90 %, 26 %, 82, 2812 MHz, 3090 MHz, 563.98 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:10:48.845, 27542 MiB, 4565 MiB, 99 %, 32 %, 83, 2812 MHz, 3090 MHz, 561.96 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:11:18.857, 27542 MiB, 4565 MiB, 98 %, 29 %, 83, 2812 MHz, 3090 MHz, 563.64 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:11:48.867, 27542 MiB, 4565 MiB, 99 %, 32 %, 80, 2805 MHz, 3090 MHz, 560.38 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/11 21:12:18.883, 27542 MiB, 4565 MiB, 99 %, 32 %, 77, 2812 MHz, 3090 MHz, 563.03 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/11 21:12:48.895, 27542 MiB, 4565 MiB, 98 %, 26 %, 82, 2805 MHz, 3090 MHz, 562.86 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:13:18.906, 27542 MiB, 4565 MiB, 99 %, 32 %, 81, 2812 MHz, 3090 MHz, 559.54 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:13:48.916, 27542 MiB, 4565 MiB, 99 %, 32 %, 83, 2812 MHz, 3090 MHz, 566.74 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:14:18.927, 27542 MiB, 4565 MiB, 99 %, 31 %, 82, 2812 MHz, 3090 MHz, 563.02 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:14:48.943, 27543 MiB, 4564 MiB, 99 %, 32 %, 82, 2812 MHz, 3090 MHz, 564.66 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:15:18.954, 27543 MiB, 4564 MiB, 0 %, 0 %, 81, 2812 MHz, 3090 MHz, 514.20 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:15:48.966, 27543 MiB, 4564 MiB, 99 %, 32 %, 80, 2805 MHz, 3090 MHz, 557.60 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/11 21:16:18.977, 27543 MiB, 4564 MiB, 86 %, 27 %, 83, 2805 MHz, 3090 MHz, 563.63 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:16:48.988, 27543 MiB, 4564 MiB, 99 %, 32 %, 79, 2805 MHz, 3090 MHz, 563.21 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/11 21:17:19.001, 27543 MiB, 4564 MiB, 97 %, 24 %, 81, 2812 MHz, 3090 MHz, 563.64 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:17:49.012, 27543 MiB, 4564 MiB, 99 %, 31 %, 81, 2820 MHz, 3090 MHz, 563.21 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:18:19.023, 27543 MiB, 4564 MiB, 98 %, 29 %, 83, 2812 MHz, 3090 MHz, 564.57 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:18:49.035, 27543 MiB, 4564 MiB, 99 %, 31 %, 81, 2812 MHz, 3090 MHz, 563.08 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:19:19.048, 27543 MiB, 4564 MiB, 99 %, 32 %, 83, 2812 MHz, 3090 MHz, 566.73 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:19:49.061, 27543 MiB, 4564 MiB, 96 %, 30 %, 81, 2812 MHz, 3090 MHz, 563.55 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:20:19.073, 27542 MiB, 4565 MiB, 99 %, 32 %, 75, 2812 MHz, 3090 MHz, 525.56 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/11 21:20:49.084, 27542 MiB, 4565 MiB, 86 %, 28 %, 82, 2805 MHz, 3090 MHz, 563.84 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:21:19.097, 27542 MiB, 4565 MiB, 99 %, 32 %, 83, 2805 MHz, 3090 MHz, 563.74 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:21:49.110, 27542 MiB, 4565 MiB, 98 %, 30 %, 83, 2812 MHz, 3090 MHz, 565.06 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:22:19.122, 27542 MiB, 4565 MiB, 99 %, 32 %, 82, 2812 MHz, 3090 MHz, 564.28 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:22:49.134, 27542 MiB, 4565 MiB, 81 %, 34 %, 80, 2805 MHz, 3090 MHz, 556.17 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:23:19.146, 27542 MiB, 4565 MiB, 99 %, 33 %, 82, 2812 MHz, 3090 MHz, 563.33 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:23:49.157, 27542 MiB, 4565 MiB, 88 %, 39 %, 79, 2812 MHz, 3090 MHz, 559.63 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:24:19.168, 27542 MiB, 4565 MiB, 99 %, 32 %, 81, 2820 MHz, 3090 MHz, 565.50 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:24:49.180, 27542 MiB, 4565 MiB, 98 %, 26 %, 81, 2820 MHz, 3090 MHz, 562.72 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:25:19.191, 27542 MiB, 4565 MiB, 99 %, 31 %, 83, 2820 MHz, 3090 MHz, 564.98 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:25:49.203, 27542 MiB, 4565 MiB, 99 %, 32 %, 82, 2812 MHz, 3090 MHz, 512.63 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:26:19.214, 27542 MiB, 4565 MiB, 99 %, 31 %, 83, 2805 MHz, 3090 MHz, 564.99 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:26:49.226, 27542 MiB, 4565 MiB, 99 %, 32 %, 83, 2805 MHz, 3090 MHz, 564.73 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:27:19.237, 27542 MiB, 4565 MiB, 98 %, 30 %, 82, 2812 MHz, 3090 MHz, 565.40 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:27:49.249, 27542 MiB, 4565 MiB, 99 %, 31 %, 83, 2805 MHz, 3090 MHz, 563.68 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:28:19.261, 27542 MiB, 4565 MiB, 90 %, 36 %, 81, 2812 MHz, 3090 MHz, 558.81 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/11 21:28:49.274, 27542 MiB, 4565 MiB, 99 %, 32 %, 82, 2812 MHz, 3090 MHz, 564.00 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:29:19.285, 27542 MiB, 4565 MiB, 90 %, 36 %, 81, 2805 MHz, 3090 MHz, 559.47 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:29:49.297, 27542 MiB, 4565 MiB, 96 %, 30 %, 83, 2812 MHz, 3090 MHz, 564.48 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:30:19.309, 27542 MiB, 4565 MiB, 99 %, 32 %, 81, 2812 MHz, 3090 MHz, 563.17 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:30:49.320, 27542 MiB, 4565 MiB, 99 %, 31 %, 83, 2805 MHz, 3090 MHz, 564.57 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:31:19.332, 27542 MiB, 4565 MiB, 99 %, 32 %, 83, 2812 MHz, 3090 MHz, 518.61 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:31:49.344, 27542 MiB, 4565 MiB, 98 %, 30 %, 83, 2812 MHz, 3090 MHz, 564.74 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:32:19.355, 27542 MiB, 4565 MiB, 99 %, 32 %, 83, 2805 MHz, 3090 MHz, 564.25 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:32:49.367, 27542 MiB, 4565 MiB, 98 %, 29 %, 83, 2805 MHz, 3090 MHz, 561.97 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:33:19.378, 27542 MiB, 4565 MiB, 99 %, 32 %, 82, 2812 MHz, 3090 MHz, 563.71 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:33:49.388, 27542 MiB, 4565 MiB, 91 %, 34 %, 81, 2812 MHz, 3090 MHz, 556.87 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:34:19.400, 27542 MiB, 4565 MiB, 99 %, 33 %, 81, 2820 MHz, 3090 MHz, 564.40 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:34:49.412, 27542 MiB, 4565 MiB, 90 %, 36 %, 79, 2820 MHz, 3090 MHz, 562.71 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/11 21:35:19.423, 27542 MiB, 4565 MiB, 96 %, 31 %, 81, 2812 MHz, 3090 MHz, 563.96 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:35:49.434, 27542 MiB, 4565 MiB, 99 %, 32 %, 82, 2812 MHz, 3090 MHz, 564.15 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:36:19.447, 27542 MiB, 4565 MiB, 53 %, 17 %, 77, 2812 MHz, 3090 MHz, 502.88 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:36:49.460, 27542 MiB, 4565 MiB, 99 %, 32 %, 82, 2805 MHz, 3090 MHz, 564.10 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:37:19.471, 27542 MiB, 4565 MiB, 99 %, 31 %, 83, 2805 MHz, 3090 MHz, 566.68 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:37:49.482, 27542 MiB, 4565 MiB, 99 %, 32 %, 82, 2805 MHz, 3090 MHz, 564.32 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:38:19.494, 27542 MiB, 4565 MiB, 99 %, 32 %, 82, 2835 MHz, 3090 MHz, 510.54 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:38:49.506, 27542 MiB, 4565 MiB, 99 %, 32 %, 82, 2820 MHz, 3090 MHz, 557.76 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:39:19.518, 27546 MiB, 4561 MiB, 91 %, 35 %, 78, 2812 MHz, 3090 MHz, 547.68 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/11 21:39:49.529, 27546 MiB, 4561 MiB, 99 %, 32 %, 81, 2820 MHz, 3090 MHz, 554.42 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:40:19.541, 27546 MiB, 4561 MiB, 99 %, 32 %, 82, 2812 MHz, 3090 MHz, 552.04 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:40:49.552, 27546 MiB, 4561 MiB, 99 %, 31 %, 81, 2805 MHz, 3090 MHz, 555.31 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:41:19.564, 27556 MiB, 4551 MiB, 99 %, 32 %, 81, 2820 MHz, 3090 MHz, 555.11 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:41:49.576, 27630 MiB, 4477 MiB, 90 %, 36 %, 80, 2820 MHz, 3090 MHz, 556.58 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/11 21:42:19.587, 27634 MiB, 4473 MiB, 99 %, 32 %, 82, 2820 MHz, 3090 MHz, 550.88 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:42:49.598, 27621 MiB, 4486 MiB, 99 %, 31 %, 80, 2812 MHz, 3090 MHz, 556.36 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:43:19.610, 27636 MiB, 4471 MiB, 99 %, 32 %, 80, 2812 MHz, 3090 MHz, 555.40 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:43:49.622, 27610 MiB, 4497 MiB, 99 %, 32 %, 81, 2820 MHz, 3090 MHz, 552.31 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:44:19.633, 27613 MiB, 4494 MiB, 88 %, 26 %, 77, 2812 MHz, 3090 MHz, 549.44 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:44:49.644, 27609 MiB, 4498 MiB, 96 %, 30 %, 82, 2812 MHz, 3090 MHz, 549.80 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 21:45:19.659, 1493 MiB, 30614 MiB, 1 %, 1 %, 59, 592 MHz, 3090 MHz, 48.96 W, P8, 0x0000000000000000, Not Active, Not Active
2026/08/11 21:45:49.672, 1493 MiB, 30614 MiB, 4 %, 2 %, 51, 607 MHz, 3090 MHz, 42.97 W, P8, 0x0000000000000000, Not Active, Not Active
2026/08/11 21:46:19.686, 1493 MiB, 30614 MiB, 2 %, 1 %, 47, 592 MHz, 3090 MHz, 41.97 W, P8, 0x0000000000000000, Not Active, Not Active
