timestamp, memory.used [MiB], memory.free [MiB], utilization.gpu [%], utilization.memory [%], temperature.gpu, clocks.current.sm [MHz], clocks.max.sm [MHz], power.draw [W], pstate, clocks_event_reasons.active, clocks_event_reasons.hw_thermal_slowdown, clocks_event_reasons.sw_power_cap
2026/08/11 19:01:10.789, 27577 MiB, 4530 MiB, 99 %, 32 %, 84, 2812 MHz, 3090 MHz, 555.67 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:01:15.791, 27577 MiB, 4530 MiB, 99 %, 32 %, 84, 2820 MHz, 3090 MHz, 554.64 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:01:20.793, 27577 MiB, 4530 MiB, 99 %, 31 %, 84, 2812 MHz, 3090 MHz, 554.68 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:01:25.794, 27577 MiB, 4530 MiB, 99 %, 31 %, 82, 2805 MHz, 3090 MHz, 558.33 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:01:30.796, 27577 MiB, 4530 MiB, 98 %, 29 %, 84, 2797 MHz, 3090 MHz, 554.94 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:01:35.798, 27577 MiB, 4530 MiB, 91 %, 34 %, 82, 2812 MHz, 3090 MHz, 555.09 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/11 19:01:40.800, 27577 MiB, 4530 MiB, 97 %, 24 %, 82, 2812 MHz, 3090 MHz, 552.48 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:01:45.802, 27577 MiB, 4530 MiB, 99 %, 32 %, 83, 2812 MHz, 3090 MHz, 554.92 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:01:50.804, 27577 MiB, 4530 MiB, 99 %, 32 %, 84, 2812 MHz, 3090 MHz, 555.30 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:01:55.806, 27577 MiB, 4530 MiB, 99 %, 32 %, 84, 2812 MHz, 3090 MHz, 555.29 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:02:00.807, 27577 MiB, 4530 MiB, 99 %, 32 %, 82, 2812 MHz, 3090 MHz, 556.13 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:02:05.810, 27577 MiB, 4530 MiB, 96 %, 31 %, 84, 2805 MHz, 3090 MHz, 556.95 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:02:10.812, 27577 MiB, 4530 MiB, 96 %, 30 %, 84, 2805 MHz, 3090 MHz, 556.68 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:02:15.813, 27577 MiB, 4530 MiB, 81 %, 34 %, 82, 2812 MHz, 3090 MHz, 551.02 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:02:20.816, 27577 MiB, 4530 MiB, 98 %, 26 %, 83, 2812 MHz, 3090 MHz, 509.21 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:02:25.818, 27577 MiB, 4530 MiB, 99 %, 32 %, 84, 2812 MHz, 3090 MHz, 555.76 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:02:30.820, 27577 MiB, 4530 MiB, 99 %, 31 %, 84, 2812 MHz, 3090 MHz, 556.11 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:02:35.822, 27577 MiB, 4530 MiB, 99 %, 32 %, 84, 2812 MHz, 3090 MHz, 555.05 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:02:40.824, 27577 MiB, 4530 MiB, 99 %, 33 %, 82, 2812 MHz, 3090 MHz, 555.62 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:02:45.826, 27577 MiB, 4530 MiB, 99 %, 32 %, 85, 2812 MHz, 3090 MHz, 557.26 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:02:50.828, 27577 MiB, 4530 MiB, 96 %, 30 %, 84, 2805 MHz, 3090 MHz, 557.77 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:02:55.831, 27577 MiB, 4530 MiB, 96 %, 31 %, 84, 2805 MHz, 3090 MHz, 556.54 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:03:00.833, 27577 MiB, 4530 MiB, 81 %, 37 %, 82, 2812 MHz, 3090 MHz, 557.64 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:03:05.835, 27577 MiB, 4530 MiB, 91 %, 36 %, 80, 2812 MHz, 3090 MHz, 550.91 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/11 19:03:10.836, 27577 MiB, 4530 MiB, 99 %, 32 %, 83, 2812 MHz, 3090 MHz, 555.23 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:03:15.838, 27577 MiB, 4530 MiB, 99 %, 31 %, 82, 2812 MHz, 3090 MHz, 555.04 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:03:20.840, 27577 MiB, 4530 MiB, 99 %, 31 %, 84, 2812 MHz, 3090 MHz, 555.25 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:03:25.842, 27577 MiB, 4530 MiB, 99 %, 32 %, 84, 2812 MHz, 3090 MHz, 555.70 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:03:30.844, 27577 MiB, 4530 MiB, 99 %, 31 %, 83, 2812 MHz, 3090 MHz, 554.57 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:03:35.846, 27577 MiB, 4530 MiB, 39 %, 12 %, 75, 2820 MHz, 3090 MHz, 500.58 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/11 19:03:40.849, 27577 MiB, 4530 MiB, 97 %, 28 %, 84, 2805 MHz, 3090 MHz, 554.23 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:03:45.851, 27577 MiB, 4530 MiB, 87 %, 27 %, 81, 2805 MHz, 3090 MHz, 554.98 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:03:50.853, 27577 MiB, 4530 MiB, 97 %, 22 %, 82, 2812 MHz, 3090 MHz, 554.84 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:03:55.855, 27577 MiB, 4530 MiB, 98 %, 27 %, 82, 2812 MHz, 3090 MHz, 555.34 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:04:00.857, 27577 MiB, 4530 MiB, 99 %, 32 %, 84, 2812 MHz, 3090 MHz, 555.08 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:04:05.859, 27577 MiB, 4530 MiB, 99 %, 33 %, 84, 2842 MHz, 3090 MHz, 489.80 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:04:10.861, 27577 MiB, 4530 MiB, 99 %, 32 %, 83, 2812 MHz, 3090 MHz, 555.47 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:04:15.862, 27577 MiB, 4530 MiB, 96 %, 30 %, 83, 2850 MHz, 3090 MHz, 488.82 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:04:20.864, 27577 MiB, 4530 MiB, 96 %, 30 %, 83, 2805 MHz, 3090 MHz, 554.09 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:04:25.866, 27577 MiB, 4530 MiB, 89 %, 38 %, 80, 2812 MHz, 3090 MHz, 542.03 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:04:30.869, 27577 MiB, 4530 MiB, 91 %, 34 %, 82, 2812 MHz, 3090 MHz, 549.15 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/11 19:04:35.871, 27577 MiB, 4530 MiB, 99 %, 31 %, 83, 2812 MHz, 3090 MHz, 555.03 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:04:40.873, 27577 MiB, 4530 MiB, 99 %, 33 %, 83, 2812 MHz, 3090 MHz, 555.02 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:04:45.875, 27577 MiB, 4530 MiB, 99 %, 32 %, 83, 2812 MHz, 3090 MHz, 555.07 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:04:50.877, 27577 MiB, 4530 MiB, 99 %, 32 %, 81, 2812 MHz, 3090 MHz, 554.65 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:04:55.880, 27577 MiB, 4530 MiB, 99 %, 31 %, 82, 2820 MHz, 3090 MHz, 557.91 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:05:00.882, 27577 MiB, 4530 MiB, 99 %, 31 %, 84, 2812 MHz, 3090 MHz, 554.49 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:05:05.884, 27577 MiB, 4530 MiB, 99 %, 31 %, 84, 2805 MHz, 3090 MHz, 557.14 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:05:10.886, 27577 MiB, 4530 MiB, 99 %, 31 %, 84, 2805 MHz, 3090 MHz, 554.87 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:05:15.888, 27577 MiB, 4530 MiB, 91 %, 33 %, 82, 2812 MHz, 3090 MHz, 555.95 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/11 19:05:20.890, 27577 MiB, 4530 MiB, 97 %, 21 %, 82, 2812 MHz, 3090 MHz, 551.89 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:05:25.892, 27577 MiB, 4530 MiB, 99 %, 32 %, 84, 2812 MHz, 3090 MHz, 554.42 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:05:30.894, 27577 MiB, 4530 MiB, 99 %, 31 %, 81, 2812 MHz, 3090 MHz, 555.32 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:05:35.895, 27577 MiB, 4530 MiB, 99 %, 32 %, 84, 2812 MHz, 3090 MHz, 554.99 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:05:40.897, 27577 MiB, 4530 MiB, 98 %, 31 %, 84, 2812 MHz, 3090 MHz, 532.80 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:05:45.899, 27577 MiB, 4530 MiB, 96 %, 30 %, 84, 2805 MHz, 3090 MHz, 556.30 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:05:50.901, 27577 MiB, 4530 MiB, 87 %, 26 %, 82, 2805 MHz, 3090 MHz, 554.15 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:05:55.903, 27577 MiB, 4530 MiB, 84 %, 28 %, 82, 2805 MHz, 3090 MHz, 552.23 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/11 19:06:00.905, 27577 MiB, 4530 MiB, 98 %, 25 %, 82, 2812 MHz, 3090 MHz, 554.97 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:06:05.906, 27577 MiB, 4530 MiB, 98 %, 29 %, 83, 2812 MHz, 3090 MHz, 554.26 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:06:10.908, 27577 MiB, 4530 MiB, 99 %, 32 %, 83, 2812 MHz, 3090 MHz, 554.57 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:06:15.910, 27577 MiB, 4530 MiB, 99 %, 31 %, 82, 2812 MHz, 3090 MHz, 555.89 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:06:20.912, 27577 MiB, 4530 MiB, 99 %, 32 %, 82, 2812 MHz, 3090 MHz, 556.56 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:06:25.914, 27577 MiB, 4530 MiB, 99 %, 32 %, 83, 2812 MHz, 3090 MHz, 555.70 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:06:30.915, 27577 MiB, 4530 MiB, 96 %, 30 %, 83, 2805 MHz, 3090 MHz, 555.67 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:06:35.917, 27577 MiB, 4530 MiB, 99 %, 31 %, 83, 2805 MHz, 3090 MHz, 554.68 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:06:40.919, 27577 MiB, 4530 MiB, 91 %, 33 %, 82, 2812 MHz, 3090 MHz, 554.74 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/11 19:06:45.921, 27577 MiB, 4530 MiB, 97 %, 24 %, 82, 2812 MHz, 3090 MHz, 556.12 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:06:50.923, 27577 MiB, 4530 MiB, 99 %, 32 %, 83, 2812 MHz, 3090 MHz, 555.53 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:06:55.926, 27577 MiB, 4530 MiB, 99 %, 32 %, 83, 2812 MHz, 3090 MHz, 496.58 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:07:00.928, 27577 MiB, 4530 MiB, 99 %, 31 %, 82, 2812 MHz, 3090 MHz, 555.93 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:07:05.929, 27577 MiB, 4530 MiB, 99 %, 31 %, 83, 2835 MHz, 3090 MHz, 503.30 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:07:10.931, 27577 MiB, 4530 MiB, 99 %, 31 %, 84, 2812 MHz, 3090 MHz, 554.52 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:07:15.933, 27577 MiB, 4530 MiB, 54 %, 17 %, 79, 2820 MHz, 3090 MHz, 502.17 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:07:20.936, 27577 MiB, 4530 MiB, 99 %, 31 %, 84, 2805 MHz, 3090 MHz, 553.98 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:07:25.937, 27577 MiB, 4530 MiB, 94 %, 31 %, 82, 2812 MHz, 3090 MHz, 485.34 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:07:30.939, 27577 MiB, 4530 MiB, 97 %, 23 %, 82, 2812 MHz, 3090 MHz, 554.92 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:07:35.941, 27577 MiB, 4530 MiB, 99 %, 31 %, 83, 2812 MHz, 3090 MHz, 486.06 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:07:40.943, 27577 MiB, 4530 MiB, 99 %, 32 %, 83, 2812 MHz, 3090 MHz, 554.81 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:07:45.945, 27577 MiB, 4530 MiB, 99 %, 32 %, 82, 2812 MHz, 3090 MHz, 554.45 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:07:50.947, 27577 MiB, 4530 MiB, 99 %, 32 %, 82, 2812 MHz, 3090 MHz, 555.96 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:07:55.949, 27577 MiB, 4530 MiB, 96 %, 30 %, 81, 2805 MHz, 3090 MHz, 555.08 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:08:00.951, 27577 MiB, 4530 MiB, 96 %, 31 %, 84, 2805 MHz, 3090 MHz, 555.04 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:08:05.953, 27577 MiB, 4530 MiB, 82 %, 28 %, 82, 2805 MHz, 3090 MHz, 550.88 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:08:10.955, 27577 MiB, 4530 MiB, 90 %, 38 %, 80, 2812 MHz, 3090 MHz, 551.78 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:08:15.957, 27577 MiB, 4530 MiB, 99 %, 30 %, 82, 2812 MHz, 3090 MHz, 554.21 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:08:20.958, 27577 MiB, 4530 MiB, 99 %, 32 %, 84, 2812 MHz, 3090 MHz, 555.07 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:08:25.960, 27577 MiB, 4530 MiB, 99 %, 33 %, 84, 2812 MHz, 3090 MHz, 554.29 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:08:30.962, 27577 MiB, 4530 MiB, 99 %, 31 %, 82, 2812 MHz, 3090 MHz, 555.65 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:08:35.964, 27577 MiB, 4530 MiB, 99 %, 31 %, 82, 2812 MHz, 3090 MHz, 557.31 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:08:40.966, 27577 MiB, 4530 MiB, 99 %, 31 %, 84, 2812 MHz, 3090 MHz, 558.17 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:08:45.968, 27577 MiB, 4530 MiB, 99 %, 31 %, 84, 2805 MHz, 3090 MHz, 554.37 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:08:50.970, 27577 MiB, 4530 MiB, 23 %, 5 %, 77, 2797 MHz, 3090 MHz, 527.65 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/11 19:08:55.972, 27577 MiB, 4530 MiB, 97 %, 23 %, 82, 2812 MHz, 3090 MHz, 552.04 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:09:00.975, 27577 MiB, 4530 MiB, 99 %, 32 %, 83, 2812 MHz, 3090 MHz, 555.06 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:09:05.977, 27577 MiB, 4530 MiB, 99 %, 31 %, 82, 2812 MHz, 3090 MHz, 555.23 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:09:10.979, 27577 MiB, 4530 MiB, 99 %, 32 %, 84, 2812 MHz, 3090 MHz, 555.40 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:09:15.980, 27577 MiB, 4530 MiB, 99 %, 32 %, 84, 2812 MHz, 3090 MHz, 555.49 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:09:20.983, 27577 MiB, 4530 MiB, 99 %, 31 %, 83, 2812 MHz, 3090 MHz, 558.14 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:09:25.985, 27577 MiB, 4530 MiB, 96 %, 30 %, 84, 2812 MHz, 3090 MHz, 556.86 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:09:30.987, 27577 MiB, 4530 MiB, 98 %, 29 %, 82, 2805 MHz, 3090 MHz, 556.82 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:09:35.988, 27577 MiB, 4530 MiB, 88 %, 26 %, 82, 2805 MHz, 3090 MHz, 551.92 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:09:40.990, 27577 MiB, 4530 MiB, 98 %, 25 %, 82, 2812 MHz, 3090 MHz, 553.92 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:09:45.992, 27577 MiB, 4530 MiB, 98 %, 29 %, 84, 2812 MHz, 3090 MHz, 556.13 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:09:50.994, 27577 MiB, 4530 MiB, 99 %, 32 %, 84, 2812 MHz, 3090 MHz, 555.79 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:09:55.996, 27577 MiB, 4530 MiB, 99 %, 31 %, 82, 2812 MHz, 3090 MHz, 556.31 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:10:00.997, 27577 MiB, 4530 MiB, 99 %, 31 %, 84, 2812 MHz, 3090 MHz, 555.42 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:10:05.999, 27577 MiB, 4530 MiB, 96 %, 30 %, 84, 2812 MHz, 3090 MHz, 554.98 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:10:11.002, 27577 MiB, 4530 MiB, 99 %, 31 %, 84, 2805 MHz, 3090 MHz, 558.41 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:10:16.004, 27577 MiB, 4530 MiB, 82 %, 36 %, 82, 2812 MHz, 3090 MHz, 503.40 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:10:21.006, 27577 MiB, 4530 MiB, 91 %, 36 %, 81, 2812 MHz, 3090 MHz, 550.49 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/11 19:10:26.007, 27577 MiB, 4530 MiB, 99 %, 32 %, 82, 2812 MHz, 3090 MHz, 507.30 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:10:31.010, 27577 MiB, 4530 MiB, 99 %, 31 %, 82, 2812 MHz, 3090 MHz, 555.10 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:10:36.012, 27577 MiB, 4530 MiB, 99 %, 31 %, 83, 2812 MHz, 3090 MHz, 504.23 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:10:41.013, 27577 MiB, 4530 MiB, 99 %, 33 %, 83, 2812 MHz, 3090 MHz, 555.23 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:10:46.015, 27577 MiB, 4530 MiB, 99 %, 32 %, 83, 2820 MHz, 3090 MHz, 554.58 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:10:51.017, 27577 MiB, 4530 MiB, 99 %, 31 %, 82, 2812 MHz, 3090 MHz, 554.56 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:10:56.019, 27577 MiB, 4530 MiB, 98 %, 31 %, 84, 2805 MHz, 3090 MHz, 553.94 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:11:01.021, 27577 MiB, 4530 MiB, 90 %, 26 %, 84, 2805 MHz, 3090 MHz, 552.16 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:11:06.023, 27577 MiB, 4530 MiB, 98 %, 24 %, 80, 2812 MHz, 3090 MHz, 553.01 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:11:11.025, 27577 MiB, 4530 MiB, 98 %, 29 %, 82, 2812 MHz, 3090 MHz, 554.09 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:11:16.027, 27577 MiB, 4530 MiB, 99 %, 32 %, 83, 2812 MHz, 3090 MHz, 554.96 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:11:21.029, 27577 MiB, 4530 MiB, 99 %, 32 %, 84, 2812 MHz, 3090 MHz, 555.11 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:11:26.030, 27577 MiB, 4530 MiB, 99 %, 31 %, 82, 2812 MHz, 3090 MHz, 555.97 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:11:31.032, 27577 MiB, 4530 MiB, 99 %, 32 %, 83, 2812 MHz, 3090 MHz, 555.71 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:11:36.034, 27577 MiB, 4530 MiB, 96 %, 30 %, 84, 2805 MHz, 3090 MHz, 555.39 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:11:41.036, 27577 MiB, 4530 MiB, 96 %, 30 %, 82, 2805 MHz, 3090 MHz, 556.55 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:11:46.038, 27577 MiB, 4530 MiB, 86 %, 27 %, 83, 2812 MHz, 3090 MHz, 554.69 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:11:51.041, 27577 MiB, 4530 MiB, 80 %, 37 %, 83, 2812 MHz, 3090 MHz, 551.58 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:11:56.043, 27577 MiB, 4530 MiB, 99 %, 32 %, 82, 2812 MHz, 3090 MHz, 555.29 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:12:01.045, 27577 MiB, 4530 MiB, 99 %, 32 %, 82, 2812 MHz, 3090 MHz, 555.01 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:12:06.047, 27577 MiB, 4530 MiB, 99 %, 32 %, 83, 2812 MHz, 3090 MHz, 554.41 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:12:11.048, 27577 MiB, 4530 MiB, 99 %, 31 %, 83, 2835 MHz, 3090 MHz, 479.20 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:12:16.050, 27577 MiB, 4530 MiB, 99 %, 31 %, 84, 2812 MHz, 3090 MHz, 554.62 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:12:21.052, 27577 MiB, 4530 MiB, 99 %, 31 %, 82, 2805 MHz, 3090 MHz, 554.16 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:12:26.054, 27577 MiB, 4530 MiB, 98 %, 28 %, 83, 2805 MHz, 3090 MHz, 554.59 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:12:31.056, 27577 MiB, 4530 MiB, 96 %, 31 %, 82, 2812 MHz, 3090 MHz, 555.66 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:12:36.057, 27578 MiB, 4528 MiB, 97 %, 24 %, 79, 2812 MHz, 3090 MHz, 554.36 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:12:41.059, 27578 MiB, 4528 MiB, 99 %, 32 %, 83, 2812 MHz, 3090 MHz, 554.85 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:12:46.061, 27578 MiB, 4528 MiB, 99 %, 32 %, 83, 2805 MHz, 3090 MHz, 557.99 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:12:51.063, 27578 MiB, 4528 MiB, 99 %, 32 %, 83, 2805 MHz, 3090 MHz, 554.23 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:12:56.065, 27578 MiB, 4528 MiB, 99 %, 32 %, 82, 2812 MHz, 3090 MHz, 552.45 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:13:01.066, 27578 MiB, 4528 MiB, 96 %, 30 %, 82, 2812 MHz, 3090 MHz, 554.97 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:13:06.068, 27578 MiB, 4528 MiB, 96 %, 30 %, 82, 2812 MHz, 3090 MHz, 554.55 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:13:11.070, 27578 MiB, 4528 MiB, 86 %, 28 %, 81, 2812 MHz, 3090 MHz, 555.86 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:13:16.072, 27578 MiB, 4528 MiB, 82 %, 37 %, 83, 2812 MHz, 3090 MHz, 555.27 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:13:21.074, 27578 MiB, 4528 MiB, 99 %, 32 %, 84, 2812 MHz, 3090 MHz, 556.76 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:13:26.076, 27578 MiB, 4528 MiB, 99 %, 32 %, 83, 2805 MHz, 3090 MHz, 499.62 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:13:31.078, 27578 MiB, 4528 MiB, 99 %, 32 %, 83, 2805 MHz, 3090 MHz, 553.34 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:13:36.080, 27578 MiB, 4528 MiB, 99 %, 32 %, 81, 2812 MHz, 3090 MHz, 552.19 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:13:41.082, 27578 MiB, 4528 MiB, 99 %, 33 %, 80, 2812 MHz, 3090 MHz, 553.53 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:13:46.084, 27578 MiB, 4528 MiB, 96 %, 30 %, 83, 2812 MHz, 3090 MHz, 556.21 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:13:51.087, 27578 MiB, 4528 MiB, 99 %, 31 %, 83, 2812 MHz, 3090 MHz, 554.65 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:13:56.088, 27578 MiB, 4528 MiB, 81 %, 34 %, 83, 2812 MHz, 3090 MHz, 554.57 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:14:01.090, 27578 MiB, 4528 MiB, 91 %, 36 %, 83, 2812 MHz, 3090 MHz, 555.13 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:14:06.092, 27578 MiB, 4528 MiB, 99 %, 32 %, 82, 2805 MHz, 3090 MHz, 557.21 W, P1, 0x0000000000000004, Not Active, Active
2026/08/11 19:14:11.094, 27578 MiB, 4528 MiB, 99 %, 32 %, 84, 2805 MHz, 3090 MHz, 556.63 W, P1, 0x0000000000000004, Not Active, Active
