timestamp, memory.used [MiB], memory.free [MiB], utilization.gpu [%], utilization.memory [%], temperature.gpu, clocks.current.sm [MHz], clocks.max.sm [MHz], power.draw [W], pstate, clocks_event_reasons.active, clocks_event_reasons.hw_thermal_slowdown, clocks_event_reasons.sw_power_cap
2026/08/12 04:10:54.999, 27619 MiB, 4488 MiB, 85 %, 27 %, 81, 2812 MHz, 3090 MHz, 514.15 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/12 04:11:25.010, 27619 MiB, 4488 MiB, 97 %, 30 %, 82, 2820 MHz, 3090 MHz, 543.83 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:11:55.022, 27619 MiB, 4488 MiB, 99 %, 32 %, 81, 2812 MHz, 3090 MHz, 541.47 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:12:25.033, 27619 MiB, 4488 MiB, 97 %, 25 %, 80, 2812 MHz, 3090 MHz, 539.13 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:12:55.045, 27619 MiB, 4488 MiB, 96 %, 30 %, 81, 2812 MHz, 3090 MHz, 541.84 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:13:25.056, 27619 MiB, 4488 MiB, 99 %, 32 %, 81, 2812 MHz, 3090 MHz, 541.02 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:13:55.067, 27619 MiB, 4488 MiB, 98 %, 29 %, 80, 2812 MHz, 3090 MHz, 539.37 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:14:25.079, 27619 MiB, 4488 MiB, 97 %, 30 %, 82, 2820 MHz, 3090 MHz, 541.31 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:14:55.089, 27619 MiB, 4488 MiB, 99 %, 32 %, 82, 2812 MHz, 3090 MHz, 539.26 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:15:25.100, 27619 MiB, 4488 MiB, 99 %, 31 %, 80, 2820 MHz, 3090 MHz, 540.89 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:15:55.111, 27619 MiB, 4488 MiB, 98 %, 28 %, 82, 2812 MHz, 3090 MHz, 539.66 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:16:25.123, 27619 MiB, 4488 MiB, 99 %, 31 %, 80, 2820 MHz, 3090 MHz, 541.78 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:16:55.135, 27619 MiB, 4488 MiB, 99 %, 30 %, 80, 2812 MHz, 3090 MHz, 544.19 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:17:25.145, 27641 MiB, 4465 MiB, 89 %, 25 %, 81, 2812 MHz, 3090 MHz, 541.38 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:17:55.158, 27619 MiB, 4488 MiB, 99 %, 32 %, 82, 2812 MHz, 3090 MHz, 541.25 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:18:25.169, 27619 MiB, 4488 MiB, 99 %, 31 %, 80, 2820 MHz, 3090 MHz, 542.11 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:18:55.181, 27619 MiB, 4488 MiB, 98 %, 30 %, 82, 2812 MHz, 3090 MHz, 542.99 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:19:25.193, 27619 MiB, 4488 MiB, 99 %, 33 %, 82, 2820 MHz, 3090 MHz, 541.34 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:19:55.205, 27619 MiB, 4488 MiB, 99 %, 32 %, 82, 2842 MHz, 3090 MHz, 493.67 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:20:25.216, 27619 MiB, 4488 MiB, 85 %, 26 %, 80, 2812 MHz, 3090 MHz, 540.86 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/12 04:20:55.227, 27619 MiB, 4488 MiB, 99 %, 31 %, 81, 2812 MHz, 3090 MHz, 543.50 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:21:25.238, 27619 MiB, 4488 MiB, 99 %, 32 %, 81, 2812 MHz, 3090 MHz, 540.60 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:21:55.250, 27619 MiB, 4488 MiB, 99 %, 31 %, 82, 2812 MHz, 3090 MHz, 542.57 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:22:25.261, 27619 MiB, 4488 MiB, 99 %, 30 %, 82, 2812 MHz, 3090 MHz, 541.91 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:22:55.273, 27641 MiB, 4465 MiB, 99 %, 31 %, 83, 2820 MHz, 3090 MHz, 541.41 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:23:25.283, 27619 MiB, 4488 MiB, 99 %, 32 %, 82, 2812 MHz, 3090 MHz, 540.14 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:23:55.294, 27619 MiB, 4488 MiB, 87 %, 26 %, 79, 2812 MHz, 3090 MHz, 540.08 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:24:25.305, 27623 MiB, 4484 MiB, 70 %, 27 %, 80, 2812 MHz, 3090 MHz, 507.32 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:24:55.314, 27623 MiB, 4484 MiB, 99 %, 31 %, 80, 2820 MHz, 3090 MHz, 543.81 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:25:25.325, 27623 MiB, 4484 MiB, 99 %, 30 %, 80, 2812 MHz, 3090 MHz, 542.15 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:25:55.339, 27645 MiB, 4461 MiB, 91 %, 25 %, 80, 2812 MHz, 3090 MHz, 540.40 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:26:25.351, 27623 MiB, 4484 MiB, 99 %, 30 %, 82, 2812 MHz, 3090 MHz, 539.91 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:26:55.362, 27623 MiB, 4484 MiB, 99 %, 31 %, 82, 2812 MHz, 3090 MHz, 544.03 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:27:25.374, 27623 MiB, 4484 MiB, 90 %, 36 %, 82, 2820 MHz, 3090 MHz, 539.87 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:27:55.385, 27633 MiB, 4474 MiB, 96 %, 30 %, 82, 2812 MHz, 3090 MHz, 541.51 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:28:25.396, 27623 MiB, 4484 MiB, 99 %, 31 %, 79, 2812 MHz, 3090 MHz, 543.00 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:28:55.407, 27623 MiB, 4484 MiB, 98 %, 23 %, 81, 2835 MHz, 3090 MHz, 482.08 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:29:25.419, 27633 MiB, 4474 MiB, 96 %, 30 %, 82, 2812 MHz, 3090 MHz, 541.55 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:29:55.431, 27623 MiB, 4484 MiB, 18 %, 5 %, 80, 2820 MHz, 3090 MHz, 497.85 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:30:25.442, 27623 MiB, 4484 MiB, 97 %, 21 %, 82, 2835 MHz, 3090 MHz, 495.13 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:30:55.453, 27623 MiB, 4484 MiB, 76 %, 23 %, 82, 2812 MHz, 3090 MHz, 474.43 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:31:25.464, 27645 MiB, 4461 MiB, 99 %, 32 %, 78, 2820 MHz, 3090 MHz, 537.75 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/12 04:31:55.475, 27623 MiB, 4484 MiB, 99 %, 32 %, 82, 2812 MHz, 3090 MHz, 541.28 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:32:25.487, 27623 MiB, 4484 MiB, 87 %, 26 %, 82, 2812 MHz, 3090 MHz, 541.68 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:32:55.498, 27623 MiB, 4484 MiB, 99 %, 32 %, 79, 2812 MHz, 3090 MHz, 540.64 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:33:25.510, 27623 MiB, 4484 MiB, 99 %, 32 %, 83, 2812 MHz, 3090 MHz, 539.64 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:33:55.521, 27623 MiB, 4484 MiB, 83 %, 27 %, 82, 2812 MHz, 3090 MHz, 541.32 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:34:25.532, 27623 MiB, 4484 MiB, 96 %, 30 %, 80, 2812 MHz, 3090 MHz, 540.74 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:34:55.543, 27633 MiB, 4474 MiB, 99 %, 32 %, 82, 2812 MHz, 3090 MHz, 540.71 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:35:25.555, 27623 MiB, 4484 MiB, 98 %, 23 %, 82, 2812 MHz, 3090 MHz, 542.08 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:35:55.566, 27623 MiB, 4484 MiB, 97 %, 30 %, 82, 2812 MHz, 3090 MHz, 541.75 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:36:25.577, 27633 MiB, 4474 MiB, 99 %, 32 %, 81, 2812 MHz, 3090 MHz, 542.33 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:36:55.588, 27623 MiB, 4484 MiB, 97 %, 23 %, 81, 2812 MHz, 3090 MHz, 544.03 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:37:25.600, 27623 MiB, 4484 MiB, 96 %, 30 %, 82, 2812 MHz, 3090 MHz, 540.98 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:37:55.611, 27623 MiB, 4484 MiB, 84 %, 37 %, 79, 2827 MHz, 3090 MHz, 537.29 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:38:25.623, 27645 MiB, 4461 MiB, 99 %, 31 %, 81, 2820 MHz, 3090 MHz, 541.85 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:38:55.635, 27623 MiB, 4484 MiB, 99 %, 32 %, 81, 2812 MHz, 3090 MHz, 542.03 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:39:25.647, 27623 MiB, 4484 MiB, 87 %, 25 %, 80, 2812 MHz, 3090 MHz, 542.86 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:39:55.658, 27633 MiB, 4474 MiB, 99 %, 31 %, 80, 2812 MHz, 3090 MHz, 546.23 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:40:25.670, 27623 MiB, 4484 MiB, 99 %, 31 %, 82, 2820 MHz, 3090 MHz, 544.61 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:40:55.682, 27623 MiB, 4484 MiB, 99 %, 31 %, 80, 2812 MHz, 3090 MHz, 542.34 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:41:25.693, 27623 MiB, 4484 MiB, 99 %, 32 %, 79, 2812 MHz, 3090 MHz, 546.23 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:41:55.705, 27633 MiB, 4474 MiB, 97 %, 21 %, 82, 2812 MHz, 3090 MHz, 542.97 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:42:25.716, 27623 MiB, 4484 MiB, 99 %, 30 %, 80, 2812 MHz, 3090 MHz, 541.57 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:42:55.728, 27623 MiB, 4484 MiB, 99 %, 31 %, 80, 2805 MHz, 3090 MHz, 541.65 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:43:25.740, 27623 MiB, 4484 MiB, 84 %, 27 %, 82, 2812 MHz, 3090 MHz, 544.21 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:43:55.751, 27645 MiB, 4461 MiB, 3 %, 0 %, 82, 2812 MHz, 3090 MHz, 497.12 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:44:25.762, 27623 MiB, 4484 MiB, 99 %, 32 %, 79, 2857 MHz, 3090 MHz, 476.90 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:44:55.774, 27623 MiB, 4484 MiB, 87 %, 38 %, 80, 2812 MHz, 3090 MHz, 543.40 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:45:25.787, 27623 MiB, 4484 MiB, 99 %, 31 %, 80, 2812 MHz, 3090 MHz, 542.86 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:45:55.799, 27645 MiB, 4461 MiB, 99 %, 31 %, 81, 2812 MHz, 3090 MHz, 541.15 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:46:25.810, 27623 MiB, 4484 MiB, 90 %, 25 %, 82, 2812 MHz, 3090 MHz, 542.04 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:46:55.821, 27623 MiB, 4484 MiB, 99 %, 32 %, 79, 2812 MHz, 3090 MHz, 544.43 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:47:25.833, 27633 MiB, 4474 MiB, 98 %, 28 %, 82, 2812 MHz, 3090 MHz, 540.84 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:47:55.844, 27623 MiB, 4484 MiB, 96 %, 30 %, 82, 2812 MHz, 3090 MHz, 542.01 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:48:25.855, 27623 MiB, 4484 MiB, 99 %, 32 %, 83, 2812 MHz, 3090 MHz, 536.68 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/12 04:48:55.868, 27623 MiB, 4484 MiB, 91 %, 34 %, 80, 2812 MHz, 3090 MHz, 542.77 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:49:25.879, 27645 MiB, 4461 MiB, 99 %, 31 %, 81, 2812 MHz, 3090 MHz, 543.35 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:49:55.890, 27623 MiB, 4484 MiB, 99 %, 32 %, 81, 2812 MHz, 3090 MHz, 541.12 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:50:25.902, 27623 MiB, 4484 MiB, 81 %, 31 %, 82, 2812 MHz, 3090 MHz, 542.41 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:50:55.913, 27633 MiB, 4474 MiB, 99 %, 31 %, 80, 2812 MHz, 3090 MHz, 540.36 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:51:25.924, 27623 MiB, 4484 MiB, 99 %, 32 %, 83, 2820 MHz, 3090 MHz, 542.05 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:51:55.936, 27623 MiB, 4484 MiB, 99 %, 31 %, 81, 2812 MHz, 3090 MHz, 541.38 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:52:25.948, 27623 MiB, 4484 MiB, 99 %, 32 %, 81, 2812 MHz, 3090 MHz, 541.75 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:52:55.959, 27645 MiB, 4461 MiB, 99 %, 30 %, 82, 2812 MHz, 3090 MHz, 542.19 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:53:25.970, 27623 MiB, 4484 MiB, 98 %, 29 %, 83, 2812 MHz, 3090 MHz, 540.20 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:53:55.981, 27623 MiB, 4484 MiB, 99 %, 31 %, 82, 2812 MHz, 3090 MHz, 540.45 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:54:25.992, 27623 MiB, 4484 MiB, 98 %, 26 %, 80, 2820 MHz, 3090 MHz, 538.77 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/12 04:54:56.003, 27623 MiB, 4484 MiB, 97 %, 30 %, 82, 2812 MHz, 3090 MHz, 540.94 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:55:26.014, 27623 MiB, 4484 MiB, 99 %, 31 %, 81, 2812 MHz, 3090 MHz, 541.79 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:55:56.025, 27623 MiB, 4484 MiB, 81 %, 31 %, 80, 2812 MHz, 3090 MHz, 540.50 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:56:26.036, 27623 MiB, 4484 MiB, 99 %, 31 %, 82, 2820 MHz, 3090 MHz, 542.73 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:56:56.047, 27623 MiB, 4484 MiB, 99 %, 32 %, 82, 2820 MHz, 3090 MHz, 541.82 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:57:26.058, 27623 MiB, 4484 MiB, 87 %, 25 %, 79, 2812 MHz, 3090 MHz, 538.97 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:57:56.070, 27623 MiB, 4484 MiB, 99 %, 32 %, 80, 2812 MHz, 3090 MHz, 541.52 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:58:26.082, 27623 MiB, 4484 MiB, 99 %, 32 %, 82, 2812 MHz, 3090 MHz, 542.72 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:58:56.093, 27623 MiB, 4484 MiB, 97 %, 30 %, 82, 2805 MHz, 3090 MHz, 544.22 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:59:26.105, 27623 MiB, 4484 MiB, 99 %, 30 %, 82, 2812 MHz, 3090 MHz, 542.50 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 04:59:56.115, 27623 MiB, 4484 MiB, 97 %, 23 %, 81, 2812 MHz, 3090 MHz, 542.24 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 05:00:26.126, 27623 MiB, 4484 MiB, 96 %, 30 %, 81, 2812 MHz, 3090 MHz, 541.45 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 05:00:56.137, 27623 MiB, 4484 MiB, 99 %, 30 %, 82, 2820 MHz, 3090 MHz, 490.88 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 05:01:26.148, 27623 MiB, 4484 MiB, 86 %, 26 %, 80, 2812 MHz, 3090 MHz, 542.68 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/12 05:01:56.159, 27623 MiB, 4484 MiB, 97 %, 29 %, 82, 2812 MHz, 3090 MHz, 492.88 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 05:02:26.170, 27623 MiB, 4484 MiB, 99 %, 31 %, 80, 2812 MHz, 3090 MHz, 492.44 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 05:02:56.182, 27645 MiB, 4461 MiB, 95 %, 31 %, 80, 2820 MHz, 3090 MHz, 518.86 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 05:03:26.194, 27623 MiB, 4484 MiB, 99 %, 30 %, 82, 2820 MHz, 3090 MHz, 544.14 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 05:03:56.205, 27645 MiB, 4462 MiB, 99 %, 31 %, 80, 2812 MHz, 3090 MHz, 540.34 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 05:04:26.216, 27660 MiB, 4447 MiB, 91 %, 34 %, 80, 2820 MHz, 3090 MHz, 539.37 W, P1, 0x0000000000000000, Not Active, Not Active
2026/08/12 05:04:56.228, 27630 MiB, 4477 MiB, 96 %, 30 %, 81, 2812 MHz, 3090 MHz, 540.66 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 05:05:26.239, 27630 MiB, 4477 MiB, 99 %, 32 %, 80, 2812 MHz, 3090 MHz, 542.41 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 05:05:56.250, 27630 MiB, 4477 MiB, 97 %, 23 %, 80, 2820 MHz, 3090 MHz, 539.12 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 05:06:26.262, 27630 MiB, 4477 MiB, 99 %, 31 %, 81, 2812 MHz, 3090 MHz, 540.28 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 05:06:56.273, 27630 MiB, 4477 MiB, 99 %, 31 %, 82, 2812 MHz, 3090 MHz, 542.21 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 05:07:26.284, 27630 MiB, 4477 MiB, 99 %, 31 %, 81, 2812 MHz, 3090 MHz, 542.46 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 05:07:56.295, 27652 MiB, 4455 MiB, 91 %, 25 %, 82, 2812 MHz, 3090 MHz, 543.82 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 05:08:26.307, 27630 MiB, 4477 MiB, 99 %, 31 %, 82, 2820 MHz, 3090 MHz, 543.10 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 05:08:56.319, 27630 MiB, 4477 MiB, 99 %, 30 %, 82, 2812 MHz, 3090 MHz, 541.84 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 05:09:26.330, 27630 MiB, 4477 MiB, 97 %, 27 %, 80, 2805 MHz, 3090 MHz, 542.38 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 05:09:56.341, 27688 MiB, 4419 MiB, 99 %, 31 %, 82, 2820 MHz, 3090 MHz, 540.34 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 05:10:26.352, 27669 MiB, 4438 MiB, 99 %, 30 %, 81, 2812 MHz, 3090 MHz, 542.19 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 05:10:56.364, 27649 MiB, 4458 MiB, 87 %, 38 %, 81, 2812 MHz, 3090 MHz, 542.04 W, P1, 0x0000000000000004, Not Active, Active
2026/08/12 05:11:26.375, 27634 MiB, 4473 MiB, 75 %, 23 %, 74, 2812 MHz, 3090 MHz, 491.38 W, P1, 0x0000000000000000, Not Active, Not Active
